tidak_baku,kata_baku
kentut,kentut
aghhh,aduh
kapanpunenjadi,kapan pun jadi
sayaterimakasi,saya terima kasih
bcajempolkeatas,bca jempol ke atas
sekalisangat,sekali sangat
beungeut,wajah
geus,sudah
tepi,tepi
seuseuh,cuci
parah²,parah-parah
plase,pulsa
ampuuun,ampun
adasehingga,ada sehingga
sambung,sambung
ajakenapa,ajak kenapa
memudaahkan,memudahkan
paday,pada
ngulangngulang,mengulang-ngulang
tray,nampan
hapussss,hapus
ajaa,saja
dicari2,dicari-cari
gangguang,gangguan
bisaorangtepukjidat,bisa orang tepuk jidat
mobilemy,mobile my
apalagibnyk,apalagi banyak
swafoto,swafoto
bissmillah,bismillah
wajahtersenyumdengan3hatiwajahtersenyumdengan3hati,suka
dianjurkan,dianjurkan
ggwp,ggwp
dipahamicuman,dipahami cuma
inpo,info
diinpokan,diinfokan
yasuruh,ya suruh
brrti,berarti
mobilekenapa,mobile kenapa
barujdi,baru jadi
burukrewel,buruk rewel
gelo,gila
indo,indonesia
waktupulsa,waktu pulsa
dipakaisungguh,dipakai sungguh
customeraplikasi,pelanggan aplikasi
apasajalihat,apa saja lihat
buf,buf
mudahdan,mudah dan
lagijempolkeatas,lagi jempol ke atas
ewallt,e-wallet
vitrual,virtual
lagiiii,lagi
shopepay,shopee pay
butu,butuh
27rb,27rb
dtmbhkan,ditambahkan
jrg,jarang
gooooddddddjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,suka sekali
maslah,masalah
pswordnya,kata sandinya
minasal,minimal
pahit,pahit
menyesak,menyesak
11jt,11jt
11juta,11 juta
disambungin,disambungkan
nangis,nangis
ceritakan,ceritakan
menggubris,menggubris
livn,hidup
toloong,tolong
gawean,pekerjaan
mutar2,mutar-mutar
ckckckk,ckckck
ngeblink,berkedip
faktor,faktor
badan,badan
memberitahu,memberitahu
diet,diet
kaartu,kartu
borossssss,boros
rentenir,rentenir
kaku,kaku
mewah,mewah
busukkkkkk,busuk
gamti,ganti
lgsung,langsung
modar,mati
lahpulsa,lah pulsa
orjelpis,orang jelek pisan
ora,ora
respondnya,responsnya
bangethabisin,banget habisin
klikkadang,klik kadang
kemenu,ke menu
150jt,150jt
bandingin,bandingin
syulit,sulit
giniyang,begini yang
tanyain,tanyakan
disdukcapilnya,disdukcapilnya
cintah,cinta
tuanya,tuanya
begodah,begoda
wassalam,wassalam
lagitarik,lagi tarik
boong,bohong
astagfirullah,astagfirullah
jempolkeatasjempolkeatasjempolkeataswajahtersenyumlebarbermatahati,suka sekali
konsultasi,konsultasi
bintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputih,bintang
terusbuang,terus buang
offkan,matikan
vocher,voucher
cewek,cewek
gelapnya,gelapnya
matanya,matanya
aplikaei,aplikasi
terakhir2,terakhir-terakhir
pertahanan,pertahanan
mengapresiasi,mengapresiasi
yerdepanyess,ya depan yes
mantapdan,mantap dan
terpercayasungguh,terpercaya sungguh
tingkt,tingkat
1fitur,satu fitur
smstp,sms top
aktivasiisi,aktivasi isi
uangell,uang
aktivasine,aktivasi
luelet,ulang
gawe,gawe
uangel,uang
nuemen,nemu
petuk,temu
estetik,estetika
bengkak,bengkak
lock,kunci
dariku,dariku
chears,cheers
antisipasi,antisipasi
mantp,mantap
lnjut,lanjut
activate,aktifkan
fulsanya,fulusnya
masukn,masukkan
faswword,password
akases,akses
duluh,dulu
loginsaya,login saya
berkeluarga,berkeluarga
nyaminal,nyaman
aidzin,amin
walfaizin,walaupun
bantumelipattanganmelipattanganmelipattanganmelipattangan,bantu
pahamin,pahami
yesbca,ya BCA
oj,ojek
excited,bersemangat
terditeksi,terdeteksi
jios,jelas
mantabtransaksi,mantap transaksi
kolektif,kolektif
maaantap,mantap
unik,unik
edisi,edisi
alhmdlh,alhamdulillah
memuaskanjempolkeatas,memuaskan (jempol ke atas)
haus,haus
ngehapus,menghapus
tfin,teflon
thanxz,terima kasih
kepiting,kepiting
ekspor,ekspor
terdetek,terdeteksi
ngubah,mengubah
rekomenin,rekomendasikan
ngewa,sewa
skaliemail,sekali email
segalah,segala
macamdi,macam-macam
7rb,tujuh ribu
verifed,terverifikasi
lamabuka,lama buka
bisatp,bisa tapi
akibat,akibat
wajahdan,wajah dan
pengkininan,pengkinian
2xhasilnya,dua kali hasilnya
pengbaruan,pembaharuan
kalisemakin,kali semakin
bcacapekkkkk,BCA capek
loe,kamu
dodol,dodol
op,op
panel,panel
prabayarnya,pra bayar
adapaket,ada paket
menggait,mengait
frameworknya,framework-nya
dimaksimalkan,dimaksimalkan
backbone,backbone
kotakota,kota-kota
ajasuruh,aja suruh
muhammadrefian,Muhammad Refian
dirinya,dirinya
sangatmembantu,sangat membantu
atur2,atur-atur
persulitkan,persulitkan
rekeningsgt,rekening sangat
"menolongthank,""menolong, thank"""
tepuktangantepuktangantepuktangantepuktangan,tepuk tangan
sekalikembangkan,sekali kembangkan
ngeceknya,ceknya
statemen,pendapat
transferanya,transfer-nya
mybcakedepan,my BCA ke depan
"ditingkatkantq,""tingkatkan, tq"""
laggsung,langsung
keunggulan,keunggulan
riwatat,riwayat
uangdana,uang dana
mengatur,mengatur
anjrit,anjrit
bioskop,bioskop
pesawatkerata,pesawat kereta
c3pat,cepat
alternatifku,alternatifku
mbcanya,maka
troooos,trus
kubu,kubu
sebelahnext,sebelah next
memggunakan,menggunakan
mini,mini
ditutuptutupi,ditutup-tutupi
tutupi,tutupi
teratsi,teratasi
cepatmantap,cepat mantap
komplitjd,komplit jadi
tagihan2,tagihan-tagihan
membelimembayar,membeli membayar
melipattanganwarnakulitcerahmelipattanganwarnakulitcerah,terima kasih
sampurna,sempurna
adawajahmenangiskeras,ada wajah menangis keras
sajajadi,sajakadi
dibenahiwajahtersenyumdenganmatabahagia,bersyukur
minmenu,menu
mengakomodasi,mengakomodir
kita²,kita-kita
nfcjadi,NFCjadi
duluterus,duluturut
kasirwajahmenangiskeraswajahmenangiskeraswajahmenangiskeras,menyesal
ceban,cepek
terputuspadahal,terputus padahal
lancargak,lancar tidak
kainlimit,kain limit
yuyun,yuyun
harun,haroen
lingkungan,lingkungan
ii,ii
ternate,Ternate
singkil,Singkil
islam,Islam
kawin,kawin
tangga,tangga
phk,PHK
pkh,PKH
bkm,BKM
bpnt,BPNT
mahasiswa,mahasiswi
pol,pol
jempolkeatasjempolkeatasjempolkeataswajahtersenyumdenganmatabahagia,suka sekali
lamamantap,lama mantap
laditingkatkan,ladi tingkatkan
sendind,sendiri
lihattransaksi,lihat transaksi
lupas,lupa
begookk,bego
sangat²,sangat-sangat
nyadg,nyaris
baikdi,baik di
laintks,lainnya
area,area
logindstu,login dulu
iditu,itu
katak,katak
perlihatkan,perlihatkan
rame,ramai
bagusdiluar,bagus di luar
bentaran,sebentar
bludll,bludl
jgnkan,jangan kan
gobanhasil,goban hasil
dijelaskanterimakasih,dijelaskan terima kasih
tabpa,tanpa
ngehubungin,menghubungi
walletbayarbayarubah,wallet bayar bayar ubah
panggilanhapus,panggilan hapus
perlukansemua,perlu semua
adabisa,ada bisa
nyabentar2,nyambat-nyambat
kejd,kejadian
bat,batas
bertx,bertaruh
kalag,kalau
pentunjuk,petunjuk
alhamdulillahpake,alhamdulillah pakai
fiturmenarik,fitur menarik
apkikasi,aplikasi
kabarkan,kabarkan
zonkwajahtersenyumlebardanberkeringat,percuma
gocap,gopek
hbngi,hubungi
wajahdengantanganmenutupmulut,nyengir
padat,padat
aktivafasi,aktiva fasi
ribetharus,ribet harus
smssudah,SMS sudah
lagigak,lagi tidak
capee,cape
benerwajahtidaksetujuwajahtidaksetujuwajahtidaksetujuwajahberkeringat,kurang suka
audah,sudah
aammmiiinnnntangandiangkatdandirapatkanbersamatangandiangkatdandirapatkanbersamatangandiangkatdandirapatkanbersama,baik
biometri,biometrik
jelassaya,jelas saya
lagijika,lagi jika
matangyah,matang ya
lahbukan,lah bukan
blokir2,blokir-blokir
systemmau,sistem mau
biometrinya,biometri nya
baik2,baik-baik
shoot,shut
lancarhanya,lancar hanya
kocag,kocak
bagaimna,bagaimana
cimanggis,Cimanggis
dibolak,dibolak-balik
baliki,balik i
mskn,masukkan
berenti2,berenti-enti
keyboardnya,keyboard nya
yahwajahberpikir,ya wajah berpikir
much,much
mantapbca,mantap baca
transferbagikan,transfer bagikan
screeshot,screenshot
sayangnaya,sayang naya
viturnya,vitur nya
notujuan,no tujuan
freze,freeze
oppo,Oppo
reno,Reno
wih,wah
okecuman,oke cuma
ironi,ironi
jempolkebawahwarnakulitcerahjempolkebawahwarnakulitcerahjempolkebawahwarnakulitcerah,tidak suka
300jthari,300 juta hari
100jthari,100 juta hari
berkilau,berkilau
kehalaman,ke halaman
idtapi,itu tapi
kebu,ke bu
tools,tool
listriktrima,listrik terima
trspayah,terus bayah
cz,CZ
bpu,BPU
tsbitu,tadi itu
bpumhn,BPUMHN
turunin,turunkan
ngerespon,mengerespon
jempolkeatasjempolkeatasjempolkeatasjempolkeatasokeokeokeoke,suka sekali
ingris,Inggris
yaaaa,ya
nggam,nggak
inpadahal,ini padahal
benartau2,benar tahu-tahu
tersambungkan,tersambungkan
jalanbuang2,jalan buang-buang
acount,akun
transfervirtual,transfer virtual
blaa,bla
dinonaktifkan,dinonaktifkan
gopaylink,go pay link
ajadanashopee,aja dan aha Shopee
kala,kala
bribsi,BRI BSI
tingal,tinggal
konter,konter
debitonekliktoggle,debit online klik toggle
ewalletfitur,e-wallet fitur
bagi²dan,bagi-bagi dan
nasabahdan,nasabah dan
notification,notifikasi
hahah,haha
kepo,kepo
30hr,30 hari
oiii,oi
simpandi,simpandi
daptarin,daftarkan
atmtolol,ATM tolol
bentuk,bentuk
inibertambah,ini bertambah
mantulmelipattanganmelipattangan,terima kasih
yasudah,ya sudah
sorenya,sore nya
ginijempolkeatas,begini jempol ke atas
pph,PPH
ahahah,ahahaha
rusakkkk,rusak
muke,muka
bagaikan,bagai kan
satria,Satria
baja,Baja
gen,gen
z,z
bagustransaksi,bagus transaksi
jugaaaa,juga
manteppp,mantap
tracking,tracking
debitkredit,debit kredit
tentar,tentara
cashleseh,cashless eh
chaslescepat,cashless cepat
gerak,gerak
nyasukses,sukses
pembacaan,pembacaan
terusjelas,terus jelas
dehjempolkebawahjempolkebawahjempolkebawahjempolkebawah,benci
terpantau,terpantau
didalamnya,di dalamnya
pelajar,pelajar
samain,samakan
setiaphapus,setiap hapus
vidiogambar2,video gambar-gambar
wajahkonyoltertawaterbahakbahak,tertawa
geser,geser
keluhanmksh,keluhan makasih
dimiliki,dimiliki
paydana,paydana
mantapsukses,mantap sukses
batasan,batas an
trace,lacak
dicoba2,dicoba-coba
rerima,diterima
sihtp,sih tetapi
woyyyy,hei
bangsatt,kasar
masalh,masalah
karingan,jaringan
keuranganya,kekurangannya
namanyabuat,namanya untuk
23kata,dua puluh tiga kata
estimasti,estimasi
penyelesaian,penyelesaian
noveh,novel
masalahbegitu,masalah seperti itu
kadaluarsahhhhhh,kedaluwarsa
obat,obat
ajatanpa,saja tanpa
lagijuara,lagi juara
bintng,bintang
bnding,bandingkan
kompetitornya,pesaingnya
tololorg,bodoh
enggatadi,tidak tadi
penjelasanya,penjelasannya
dinkasih,diberikan
ngggak,tidak
smaa,sama
jugabnyak,juga banyak
manfaatamntappertahankan,suka sekali
yajempolkeatasjempolkeatas,suka
sihpdhal,sih padahal
ahhsoalnya,ah soalnya
dikiria,dikira
taglis,tag list
5oke,lima oke
mengembangkan,mengembangkan
manajemen,manajemen
nasabahpengguna,nasabah pengguna
memberatkan,memberatkan
auditnya,auditnya
muara,Muara Angke
angke,Muara Angke
ditoko,di toko
brg,barang
looping,pengulangan
pengusaha,pengusaha
maux,mau
tajir,kaya
wowkw,wow
sol,solusi
bugerorr,bug error
bangetjempolkeatasjempolkeatas,suka
22nya,keduanya
sekaliwajahtersenyumdengan3hatihatimerah,suka sekali
pazwordnya,kata sandinya
sampai²,sampai-sampai
preet,preet
kake,kakek
sugiono,Sugiono
tonton,tonton
loooh,loh
ratiing,peringkat
bcapake,BCA pakai
kartusaldonya,kartu saldonya
gakeluar,tidak keluar
sistemmasa,sistem masa
ngemis,meminta-minta
nasabahnyapercuma,nasabahnya percuma
verifiksi,verifikasi
activasi,aktivasi
syang,sayang
mudahmelipattangan,terima kasih
"cepatmudahaman,""cepat, mudah, aman"""
blokk,blok
yaaahanya,ya hanya
kerekening,ke rekening
berkualitasgood,berkualitas baik
sehariharitapi,sehari-hari tetapi
rusuh,rusuh
kesimpulannya,kesimpulannya
bagusnbagett,bagus banget
burikkk,buruk
payahpartama,payah pertama
keterang,keterangan
terdftar,terdaftar
tdhrs,tidak harus
asliii,asli
menyemenye,berlembek-lembek
perbank,perbankan
verifikasii,verifikasi
diauruh,disuruh
banyal,banyak
mntab,mantap
kamimelipattanganmelipattanganjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,memohon
fargood,sejauh ini bagus
menyukitkan,menyulitkan
baikcbo,baik coba
tae,tai
stylish,bergaya
baikwajahtersenyumdenganmatabahagia,gembira
monyt,monyet  
castaner,kasta rendah  
goodjob,kerja bagus  
trbaru,terbaru  
bcasmoga,BCA semoga  
brmanfaat,bermanfaat  
nasabah2,nasabah-nasabah  
bcalbh,BCA lebih  
dtingkatkn,ditingkatkan  
dperbanyak,diperbanyak  
ddlm,di dalam  
ysukses,ya sukses  
trkhusus,terkhusus  
bcasemoga,BCA semoga  
smkin,semakin  
amien,amin  
tandapanahback,tanda panah kembali  
aplksi,aplikasi  
gunakandi,digunakan di  
satsetsatset,cepat  
updatejd,pembaruan jadi  
tejadi,terjadi  
jobmelipattanganjempolkeatas,suka
direliskarna,dirilis karena  
dirilisterimakasih,dirilis terima kasih  
ttrfer,transfer  
mempermasalahkan,mempermasalahkan  
lancartapi,lancar tetapi  
pylaterku,paylaterku  
manapunsetauku,mana pun setahuku  
siep,siap  
diplaystore,di Play Store  
kerepotan,kerepotan  
hpnya,ponselnya  
neee,nih  
kewajiban,kewajiban  
efesiengood,efisien baik  
oky,oke  
produknya,produknya  
kuuuu,ku  
giro,giro  
charge,biaya  
koma,koma  
keunggulannya,keunggulannya  
muntak,muntah  
sudaah,sudah  
baguskirain,bagus kirain  
lengkapnya,lengkapnya  
vcny,vouchernya  
smpat,sempat  
nyebut,menyebut  
mba2,mbak-mbak
sayamelipattanganmelipattangan,terima kasih
borneoratu,Borneo Ratu  
istana,Istana  
britania,Britania  
raya,Raya  
ketua,Ketua  
kejaksaan,Kejaksaan  
agung,Agung  
pangtertim,Panglima Tertinggi  
tni,Tentara Nasional Indonesia  
€,Euro  
pengawas,Pengawas  
pengampu,Pengampu  
penanggung,Penanggung  
berdomisili,Berdomisili  
republik,Republik  
lahir,Lahir  
oktoberb1972,Oktober seribu sembilan ratus tujuh puluh dua  
asm,Institut Teknologi Nasional  
bcatarik,Surakarta  
limet,Budiawanti  
jutadan,Akademi Sekretari dan Manajemen  
wajahdenganmataberbentukbintangwajahdenganmataberbentukbintang,gembira
bertuliskan,bertuliskan
penampilan,penampilan
berbanyak,berbanyak
selulerhabis,seluler habis
mencukupiauto,mencukupi otomatis
gais,guys
kompensasi,kompensasi
gess,guys
jtaan,jutaan
ogahan,enggan
setadinya,seharusnya
vs,versus
nti,nanti
sjj,seharusnya
sulawesi,Sulawesi
utara,Utara
besarr,besar
hpduamataduamataorangtepukjidatorangtepukjidat,capek
syng,sayang
bagikanwajahsangatketakutanwajahsangatketakutan,takut
mempersulot,mempersulit  
5kali,lima kali  
bromau,bro mau  
nymasa,nya masa  
hospitality,keramahan  
ajgggggg,aduh  
logoutkluar,logout keluar  
kirikkkkk,kiri  
setannnn,setan  
nyh,nyah  
adaperlu,ada perlu  
ju,juga  
kesibukan,kesibukan  
seribeeeeet,sangat ribet  
gaga,gagal  
smswajahmalaikatwajahmalaikat,memohon
verifkasi,verifikasi  
aturanny,aturannya  
kpn,kapan  
tw,tahu  
ngefreze,membeku  
bcawajahtersenyumdengan3hati,biasa saja
nyasayang,nya sayang  
sekalikasih,sekali kasih  
ful,penuh  
buluk,jelek  
menjalin,menjalin  
resmi,resmi  
hayolah,ayo lah  
gebrakan,gebrakan  
menautkan,menautkan  
sangad,sangat  
eman,sayang  
lanjutannya,lanjutannya  
kamar,kamar  
pencahayaannya,pencahayaannya  
kmudian,kemudian  
sandisidok,sandi sidik  
berturut2,berturut-turut  
notip,notifikasi  
kesitu,ke situ  
masuk2nyuri,masuk-masuk mencuri  
kdepany,ke depannya  
sory,maaf  
pulsawajahtidur,pulsa wajah tidur  
owner,pemilik  
sensitif,sensitif  
tulung,tolong  
selisih,selisih  
ketengannya,keterangan  
nyobà,mencoba  
mlulu,melulu  
kerenjempolkeataswarnakulitcerahbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihsemakin,gembira
bertransaksisaran,bertransaksi kisaran
dllmybca,dan lain-lain mybca
biasaterima,biasa terima
kasihmelipattanganwarnakulitcerahwajahagaktersenyum,terima kasih
susahampe,susah sampai
termakan,termakan
habishadehh,habis waduh
aplikasiy,aplikasinya
markotopjempolkeatasjempolkeatasjempolkeatasjempolkeatas,suka sekali
dicicil,dicicil  
onlinekendala,online kendala  
ujungx,ujungnya  
ajha,saja  
situwajahgembiraberuraiairmata,sedih
pull,penuh  
ngenntoot,tolol
telek,tai
habis²in,habis habisin
mang,pak
launcing,peluncuran
wajahtersenyumlebardanberkeringatdiluar,biasa saja
jamannya,jamannya  
geometri,geometri  
jelektidakmelihat,jelek tidak melihat  
kalok,kalau  
hahahahahaha,tertawa  
nyamandan,nyaman dan  
dimakanya,dimakannya  
cukupbagus,cukup bagus  
kkatas,ke atas  
bcamu,BCA-mu  
noob,pemula  
paswodnya,kata sandinya  
0kbps,nol kilobit per detik  
35mbps,tiga puluh lima megabit per detik  
muhasabah,muhasabah  
wahai,wahai  
woykasih,hei kasih  
jls²,jelas-jelas  
idngabisin,ID menghabiskan  
mengecewakanmau,mengecewakan mau  
bangetterlalu,sangat terlalu  
telepayah,telepayah  
multiple,ganda  
persatu,per satu  
handpone,ponsel  
mengingat2,mengingat-ingat  
membagikan,membagikan  
gajiii,gaji  
làgi,lagi  
jelaspulsa,jelas pulsa  
loginkek,masuk seperti  
bujganya,buruknya  
smslalu,pesan singkat lalu  
jugasampe,juga sampai  
ribualesan,ribuan alasan  
operatorpadahal,operator padahal  
sampaiintinya,sampai intinya  
ott,over-the-top  
loginberkali,masuk berkali-kali  
smstetapi,pesan singkat tetapi  
gagalhabisin,gagal habis  
gagalseharusnya,gagal seharusnya  
jelasabis2,jelas habis-habis  
loginnga,masuk tidak  
downloadjd,unduhan jadi  
regristasinya,registrasinya  
terusterus,terus-terus  
wajahbersungguhsungguh,serius
entod,kasar  
mateng,matang  
sayang²,sayang-sayang  
seting,pengaturan  
loginngabisin,masuk menghabiskan  
superrr,super  
ngotakngatik,mengotak-atik  
revolusi,revolusi  
jeleknya,jelek  
weird,aneh  
lewati,lewati  
ewalletnya,dompet digitalnya  
kode2,kode-kode  
smsakhirnya,pesan singkat akhirnya  
right,benar  
suliit,sulit  
yasusah,ya susah  
registrasipulsa,registrasi pulsa  
masukpayah,masuk payah  
hadeeehh,aduh  
5ribu,lima ribu  
lodingyah,memuat ya  
pede,percaya diri  
ujojkmuslim,jujur aku muslim  
1pulsa,satu pulsa  
cukuppengaturan,cukup pengaturan  
dibukaklo,dibuka kalau  
providersaya,penyedia layanan saya  
dongdan,dong dan  
dimetland,di Metland  
cileungsi,Cileungsi  
kecapean,kelelahan  
akta,akta  
fingger,sidik jari  
internettlpsms,internet telepon pesan singkat  
mybcambca,myBCA BCA  
kontk,kontak  
hilangtidak,hilang tidak  
bahgsat,kasar  
berner,benar  
anjkng,kasar  
plikasi,aplikasi  
dimunculinverifikasi,dimunculkan verifikasi  
aktivasipulsa,aktivasi pulsa  
ditipu,ditipu  
pulsadaftar,pulsa daftar  
menyesuikan,menyesuaikan  
sembunyikan,sembunyikan  
samping,samping  
terblokirgini,terblokir begini  
eah,aduh  
menyukai,menyukai  
emailbegitu,email begitu  
lgudah,lagi sudah  
terkirimabis,terkirim habis  
terusaplikasi,terus aplikasi  
pixel,pixel  
bagt,banget  
ternag,terang  
5menyesal,lima menyesal  
tpl,terlalu  
pakenyacuma,pakainya cuma  
soakk,sok  
doangtimbang,dong timbang  
btpn,BTPN  
diterapkan,diterapkan  
kecewakan,kecewakan  
wajahlegawajahlega,wajah lega
wajahterlalulelahwajahterlalulelah,capek
muluniat,Mulai niat  
poketrekening,kantong rekening  
post,pos  
nyisihkan,menyisihkan  
buruksangt,buruk sangat  
buruj,buruk  
depsn,depan  
a50,Samsung Galaxy A lima puluh  
du,dapat digunakan  
berkerja,bekerja  
hadehhhhhhhhh,aduh  
forget,lupa  
dibatesi,dibatasi  
hadeeeehh,aduh  
basa,bahasa  
betol,betul  
drive,mengelola  
lord,bos  
ajalogin,saja masuk  
terblokirtlg,terblokir tolong  
jawabany,jawabannya  
tmplate,template  
hbungi,hubungi  
bcaitu,BCA itu  
1000rupiah,seribu rupiah  
gatell,gatal  
lemott,lambat  
mybcaini,myBCA ini  
definisinya,definisinya  
prioritashari,prioritas hari  
erordi,kesalahan  
baiaya,biaya  
adminpertama,admin pertama  
100ribu,seratus ribu  
50ribudi,lima puluh ribu di  
adaini,ada ini  
bertaransaksi,bertransaksi  
buruuukkkk,buruk  
susahhhh,susah  
pajangan,pajangan  
gunakantertawaterbahakbahak,gunakan tertawa keras  
etdahhh,aduh  
benerrr,benar  
capeee,capek  
gagaal,gagal  
teruuuus,terus  
puasti,pasti  
brkurang,berkurang  
gilaa,gila  
7ribu,tujuh ribu  
aduuh,aduh  
yapdhal,ya padahal  
ahahaaa,tertawa  
abis²,habis-habis  
bangeeettttt,banget  
name,nama  
mobiletampilan,tampilan mobile  
hobinya,hobinya  
lamaaaaaaaaaa,sangat lama  
nmor,nomor  
proseslebih,proses lebih  
kemampuan,kemampuan  
amor,kesukaan  
duaduanya,dua-duanya  
anak2,anak-anak  
mybcajempolkeatas,myBCA jempol ke atas  
membantumelipattangan,membantu melipat tangan  
apinya,fiturnya  
gaguan,gangguan  
terperifikasi,terverifikasi  
dalem,dalam  
peecuma,percuma  
memgirimkan,mengirimkan  
kick,tendang  
ulangin,ulangi  
smsmohon,pesan singkat mohon  
registrasisudah,registrasi sudah  
pengaktifansetiap,pengaktifan setiap  
gagalhadehhh,gagal aduh  
mencentang,mencentang  
hbs2,habis-habis  
actived,aktif  
publish,publikasi  
apapunjadi,apa pun jadi  
peroses,proses  
terooess,terus  
digunakanfitur2,digunakan fitur-fitur  
masuktinggal,masuk tinggal  
komplitmakasih,lengkap terima kasih  
mengahabiskan,menghabiskan  
enteh,entah  
bgtwajahtersenyumlebardanberkeringat,senang
sttus,status  
rekom,rekomendasi  
ginimahwajahtersenyumdenganairmata,biasa saja
kemenunya,menu  
croom,keram
intinya,intinya  
pulsacabis,pulsa habis  
dikemanain,dikemanakan  
express,ekspres  
atm16,ATM enam belas  
ajuan,ajuan  
prosesbila,proses bila  
disejui,disetujui  
kejelasaninikah,kejelasan inikah  
dinamakan,dinamakan  
bangetudah,banget sudah  
nhedaftarinnya,tidak daftar  
pulsahabis,pulsa habis  
aktifmencoba,aktif mencoba  
peleternyaudah,paylaternya sudah  
accsangat,persetujuan sangat  
parahhapus,parah hapus  
kimal,kamal  
opo,apa  
metu,keluar  
logindikit,masuk sedikit  
penilaiannya,penilaiannya  
ajawajahbersungguhsungguhgua,saja wajah bersungguh-sungguh  
daonwajahsangatmarah,daun wajah sangat marah  
sama²,sama-sama  
terdaftartolong,terdaftar tolong  
kenyataan,kenyataan  
paylaternyaparah,paylaternya parah  
paswort,kata sandi  
“atau”,atau  
“dan”,dan  
ngebikin,membuat  
